doi,regex_label,exemplar,alpha,pre,post,all,regex_inclusion,regex_exclusion,location_start,location_end,alpha_string,substring_between_cronbach_and_estimate,substring_immediately_before_estimate,substring_immediately_after_estimate,exclude_master,exclude_comparison_present,exclude_comparison_present_immediately_before_estimate,exclude_comparison_present_immediately_after_estimate,exclude_comparison_present_after_estimate,exclude_cutoff_present,exclude_range_present,exclude_p_present,exclude_significance_present,exclude_doi_present,exclude_psychometrika_present,exclude_odd_string_present
10.1037_0278-6133.10.4.289,test-retest reliability,1,NA,"the total scale.

the 2-week test-retest reliabili",ty of the aas was established for 102 nursing (n = ,"the total scale.

the 2-week test-retest reliability of the aas was established for 102 nursing (n = ",test(-| )retest reliabilit,none,17244,17265,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.10.5.352,test-retest reliability,1,0.75, it.” the authors reported a test-retest reliabili,ty of .75. use of this measure has provided support, it.” the authors reported a test-retest reliability of .75. use of this measure has provided support,test(-| )retest reliabilit,none,18831,18852,.75,ty of , of ,5. use ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.10.6.392,test-retest reliability,1,NA,"r risk for chd. however, cvr test-retest reliabili",ty and generalizability across stressors are only m,"r risk for chd. however, cvr test-retest reliability and generalizability across stressors are only m",test(-| )retest reliabilit,none,24810,24831,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.10.6.399,test-retest reliability,1,NA,"ality of life. its validity, test-retest reliabili","ty, and internal consistency have been unusually we","ality of life. its validity, test-retest reliability, and internal consistency have been unusually we",test(-| )retest reliabilit,none,19120,19141,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.10.6.427,test-retest reliability,1,0.79,"erally reliable, with 5-week test-retest reliabili",ty for the dependent scale of .79 and for the compu,"erally reliable, with 5-week test-retest reliability for the dependent scale of .79 and for the compu",test(-| )retest reliabilit,none,9688,9709,.79,ty for the dependent scale of , of ,9 and f,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.11.1.67,test-retest reliability,1,NA,"ptable internal consistency, test-retest reliabili","ty, and discriminant validity; the form has been us","ptable internal consistency, test-retest reliability, and discriminant validity; the form has been us",test(-| )retest reliabilit,none,20108,20129,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.11.4.233,test-retest reliability,1,NA,mental stress test protocol: test-retest reliabili,ty and comparison with ambulatory blood pressure mo,mental stress test protocol: test-retest reliability and comparison with ambulatory blood pressure mo,test(-| )retest reliabilit,none,40681,40702,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.11.5.290,test-retest reliability,1,NA,kills knowledge. three-month test-retest reliabili,ties for smoking knowledge and social skills knowle,kills knowledge. three-month test-retest reliabilities for smoking knowledge and social skills knowle,test(-| )retest reliabilit,none,18539,18560,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.11.5.290,test-retest reliability,2,NA,s. it has been found to have test-retest reliabili,ties greater than .90 after 4 weeks. the reliabilit,s. it has been found to have test-retest reliabilities greater than .90 after 4 weeks. the reliabilit,test(-| )retest reliabilit,none,21728,21749,.90,ties greater than ,han ,0 after,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.11.5.335,test-retest reliability,1,NA,ss impressive (see table 1). test-retest reliabili,ty for the pvs is modest (rs > .60 over a 2-week pe,ss impressive (see table 1). test-retest reliability for the pvs is modest (rs > .60 over a 2-week pe,test(-| )retest reliabilit,none,11992,12013,.60,ty for the pvs is modest (rs > ,s > ,0 over ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.11.5.335,test-retest reliability,2,NA,ver time. information on drs test-retest reliabili,"ty is not available.

the drs has several advantage","ver time. information on drs test-retest reliability is not available.

the drs has several advantage",test(-| )retest reliabilit,none,12329,12350,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.11.6.377,test-retest reliability,1,NA,student expected to finish). test-retest reliabili,"ty of academic orientation from t1 to t2 was 0.77.
","student expected to finish). test-retest reliability of academic orientation from t1 to t2 was 0.77.
",test(-| )retest reliabilit,none,16671,16692,.77,ty of academic orientation from t1 to t2 was 0,as 0,"7.
",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.12.5.381,test-retest reliability,1,NA,"l explanation.

footnotes

1 test-retest reliabili",ty on the stai from premanipulation to posttherapy ,"l explanation.

footnotes

1 test-retest reliability on the stai from premanipulation to posttherapy ",test(-| )retest reliabilit,none,45197,45218,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.12.6.481,test-retest reliability,1,0.68,lity was .73 and three month test-retest reliabili,"ty was .68 for the safer-sex practices scale.

**kn","lity was .73 and three month test-retest reliability was .68 for the safer-sex practices scale.

**kn",test(-| )retest reliabilit,none,13983,14004,.68,ty was ,was ,8 for t,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.13.5.421,test-retest reliability,1,0.52,ernal reliability of .69 and test-retest reliabili,ty of .52 over a 1-year period. internal consistenc,ernal reliability of .69 and test-retest reliability of .52 over a 1-year period. internal consistenc,test(-| )retest reliabilit,none,12963,12984,.52,ty of , of ,2 over ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.16.5.417,test-retest reliability,1,NA,"mp; schwab-stone, m. (1995). test-retest reliabili",ty of the diagnostic interview schedule for childre,"mp; schwab-stone, m. (1995). test-retest reliability of the diagnostic interview schedule for childre",test(-| )retest reliabilit,none,42433,42454,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.19.4.393,test-retest reliability,1,NA," e., &amp; brown, m. (1989). test-retest reliabili",ties of the state-trait personality inventory and t," e., &amp; brown, m. (1989). test-retest reliabilities of the state-trait personality inventory and t",test(-| )retest reliabilit,none,24640,24661,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.21.3.254,test-retest reliability,1,0.65,bility (α = .85) and 4-month test-retest reliabili,"ty of .65.

**hostile distrust of others**

this wa","bility (α = .85) and 4-month test-retest reliability of .65.

**hostile distrust of others**

this wa",test(-| )retest reliabilit,none,19018,19039,.65,ty of , of ,"5.

**h",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.21.3.254,test-retest reliability,2,0.85,"is scale, which has a 2-week test-retest reliabili",ty of .85 and substantial correlations with other m,"is scale, which has a 2-week test-retest reliability of .85 and substantial correlations with other m",test(-| )retest reliabilit,none,20121,20142,.85,ty of , of ,5 and s,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.21.4.315,test-retest reliability,1,NA,"nce, and agreeableness). the test-retest reliabili","ty, internal consistency, and validity of scores de","nce, and agreeableness). the test-retest reliability, internal consistency, and validity of scores de",test(-| )retest reliabilit,none,13757,13778,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.21.4.321,test-retest reliability,1,NA,ey reported moderate to high test-retest reliabili,ty for basal and stress levels of most leukocyte su,ey reported moderate to high test-retest reliability for basal and stress levels of most leukocyte su,test(-| )retest reliabilit,none,6118,6139,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,NA,NA
10.1037_0278-6133.21.4.321,test-retest reliability,2,NA,orted low to moderately high test-retest reliabili,ty for basal and stress levels of most lymphocyte s,orted low to moderately high test-retest reliability for basal and stress levels of most lymphocyte s,test(-| )retest reliabilit,none,7898,7919,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,NA,NA
10.1037_0278-6133.21.5.513,test-retest reliability,1,0.78,ed good reliability (1-month test-retest reliabili,"ty of.78) and validity (see ferguson, 2001). donors","ed good reliability (1-month test-retest reliability of.78) and validity (see ferguson, 2001). donors",test(-| )retest reliabilit,none,11834,11855,.78,ty of,y of,8) and ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.21.6.531,test-retest reliability,1,NA,ent psychometric properties. test-retest reliabili,"ty coefficients, assessed over a 6-month period, ex","ent psychometric properties. test-retest reliability coefficients, assessed over a 6-month period, ex",test(-| )retest reliabilit,none,21343,21364,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.21.6.564,test-retest reliability,1,NA,potential limitation is that test-retest reliabili,"ty data are not currently available, and, therefore","potential limitation is that test-retest reliability data are not currently available, and, therefore",test(-| )retest reliabilit,none,36353,36374,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.21.6.620,test-retest reliability,1,0.8," (cronbach's α =.94), 2-week test-retest reliabili","ty is acceptable (.80), and convergent validity is "," (cronbach's α =.94), 2-week test-retest reliability is acceptable (.80), and convergent validity is ",test(-| )retest reliabilit,none,11627,11648,.80,ty is acceptable (,le (,"0), and",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.1.3,test-retest reliability,1,0.92,"= 51), this item displayed a test-retest reliabili","ty of.92 over a 10-day interval.

#### results

**d","= 51), this item displayed a test-retest reliability of.92 over a 10-day interval.

#### results

**d",test(-| )retest reliabilit,none,17184,17205,.92,ty of,y of,2 over ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.2.123,test-retest reliability,1,NA,"table 2 presents the alphas, test-retest reliabili","ties, means, standard deviations, and ranges for ea","table 2 presents the alphas, test-retest reliabilities, means, standard deviations, and ranges for ea",test(-| )retest reliabilit,none,12872,12893,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.22.2.123,test-retest reliability,2,0.73,"hett et al., 1997). previous test-retest reliabili",ty among esrd patients has been.73 (hatchett et al.,"hett et al., 1997). previous test-retest reliability among esrd patients has been.73 (hatchett et al.",test(-| )retest reliabilit,none,15372,15393,.73,ty among esrd patients has been,been,3 (hatc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.2.178,test-retest reliability,1,0.86,lation coefficient (icc) for test-retest reliabili,ty of the 2-week recall was 0.86 for total leisure-,lation coefficient (icc) for test-retest reliability of the 2-week recall was 0.86 for total leisure-,test(-| )retest reliabilit,none,11602,11623,.86,ty of the 2-week recall was 0,as 0,6 for t,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.2.178,test-retest reliability,2,NA,h/hea/hea-22-2-178-tbl2a.gif)test-retest reliabili,ty (intraclass correlation coefficients [iccs] and ,h/hea/hea-22-2-178-tbl2a.gif)test-retest reliability (intraclass correlation coefficients [iccs] and ,test(-| )retest reliabilit,none,25009,25030,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.22.2.220,test-retest reliability,1,NA,ate internal consistency and test-retest reliabili,"ty. the mean lot-r score was 20.3 (sd = 3.2), where","ate internal consistency and test-retest reliability. the mean lot-r score was 20.3 (sd = 3.2), where",test(-| )retest reliabilit,none,9167,9188,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.22.3.235,test-retest reliability,1,0.85,strated stability over time (test-retest reliabili,"ty =.85; zakowski et al., 1997) and criterion valid","strated stability over time (test-retest reliability =.85; zakowski et al., 1997) and criterion valid",test(-| )retest reliabilit,none,21399,21420,.85,ty =,ty =,5; zako,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.3.235,test-retest reliability,2,NA,"ychometric properties (i.e., test-retest reliabili","ty and internal consistency, factor structure) have","ychometric properties (i.e., test-retest reliability and internal consistency, factor structure) have",test(-| )retest reliabilit,none,42364,42385,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.22.3.253,test-retest reliability,1,NA,and 1997 were used to assess test-retest reliabili,ty. the correlation of these scores was.74 (p <.01),and 1997 were used to assess test-retest reliability. the correlation of these scores was.74 (p <.01),test(-| )retest reliabilit,none,20710,20731,.74,ty. the correlation of these scores was, was,4 (p <.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.3.253,test-retest reliability,2,NA,".713, p <.01) indicated good test-retest reliabili",ty. social comparison scores in 1995 were associate,".713, p <.01) indicated good test-retest reliability. social comparison scores in 1995 were associate",test(-| )retest reliabilit,none,23546,23567,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.22.3.279,test-retest reliability,1,NA,= .95) and demonstrates good test-retest reliabili,ty and internal consistency (woodall &amp; matthews,= .95) and demonstrates good test-retest reliability and internal consistency (woodall &amp; matthews,test(-| )retest reliabilit,none,11104,11125,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.22.3.287,test-retest reliability,1,NA,ood internal consistency and test-retest reliabili,"ty (jenkins, stanton, niemcryk, &amp; rose, 1988). ","ood internal consistency and test-retest reliability (jenkins, stanton, niemcryk, &amp; rose, 1988). ",test(-| )retest reliabilit,none,14178,14199,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.22.3.294,test-retest reliability,1,NA,ot tested to determine their test-retest reliabili,ties over a 2-week interval. the sample consisted o,ot tested to determine their test-retest reliabilities over a 2-week interval. the sample consisted o,test(-| )retest reliabilit,none,10608,10629,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.22.3.294,test-retest reliability,2,0.72,'ve never had a mammogram”). test-retest reliabili,ty for having had a mammogram was adequate (rs =.72,'ve never had a mammogram”). test-retest reliability for having had a mammogram was adequate (rs =.72,test(-| )retest reliabilit,none,11216,11237,.72,ty for having had a mammogram was adequate (rs =,rs =,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.3.294,test-retest reliability,3,NA,arriers ranging from 0 to 8. test-retest reliabili,"ty for these items was acceptable (r =.70, p <.01).","arriers ranging from 0 to 8. test-retest reliability for these items was acceptable (r =.70, p <.01).",test(-| )retest reliabilit,none,11971,11992,.70,ty for these items was acceptable (r =,(r =,"0, p <.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.3.294,test-retest reliability,4,NA,enefits ranging from 0 to 5. test-retest reliabili,"ty for these items was acceptable (r =.62, p <.001)","enefits ranging from 0 to 5. test-retest reliability for these items was acceptable (r =.62, p <.001)",test(-| )retest reliabilit,none,12638,12659,.62,ty for these items was acceptable (r =,(r =,"2, p <.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.4.370,test-retest reliability,1,NA,igh internal consistency and test-retest reliabili,ty among a sample of young adults (mendelson et al.,igh internal consistency and test-retest reliability among a sample of young adults (mendelson et al.,test(-| )retest reliabilit,none,7262,7283,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.22.4.406,test-retest reliability,1,0.67,d dubreuil (1983) reported a test-retest reliabili,ty of.67 for objective scores. correlations between,d dubreuil (1983) reported a test-retest reliability of.67 for objective scores. correlations between,test(-| )retest reliabilit,none,13138,13159,.67,ty of,y of,7 for o,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.4.414,test-retest reliability,1,0.8,rent study produced a 1-week test-retest reliabili,"ty for the par of.80.

for the purpose of this stud","rent study produced a 1-week test-retest reliability for the par of.80.

for the purpose of this stud",test(-| )retest reliabilit,none,14491,14512,.80,ty for the par of,r of,"0.

for",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.5.487,test-retest reliability,1,0.79,reliability of.76 and 4-week test-retest reliabili,"ty of.79.

at baseline, participants completed the ","reliability of.76 and 4-week test-retest reliability of.79.

at baseline, participants completed the ",test(-| )retest reliabilit,none,19690,19711,.79,ty of,y of,"9.

at ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.5.498,test-retest reliability,1,NA,"al consistency (r =.85–.90), test-retest reliabili","ty (r =.57 for 2 to 8 weeks), and correlates with c","al consistency (r =.85–.90), test-retest reliability (r =.57 for 2 to 8 weeks), and correlates with c",test(-| )retest reliabilit,none,9401,9422,.57,ty (r =,(r =,7 for 2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.5.504,test-retest reliability,1,NA,reliability (αs >.69; 1-year test-retest reliabili,"ties from.54 to.66) and construct validity.

the si","reliability (αs >.69; 1-year test-retest reliabilities from.54 to.66) and construct validity.

the si",test(-| )retest reliabilit,none,21960,21981,.54,ties from,from,4 to.66,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.5.504,test-retest reliability,2,0.82,"ility (e.g., α =.85, 2-month test-retest reliabili",ty =.82) and validity have been presented for a var,"ility (e.g., α =.85, 2-month test-retest reliability =.82) and validity have been presented for a var",test(-| )retest reliabilit,none,26034,26055,.82,ty =,ty =,2) and ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.6.592,test-retest reliability,1,NA,hiatric samples and reported test-retest reliabili,"ties over.60.

#### control measures

age, educatio","hiatric samples and reported test-retest reliabilities over.60.

#### control measures

age, educatio",test(-| )retest reliabilit,none,13261,13282,.60,ties over,over,"0.

###",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.6.598,test-retest reliability,1,0.86,"mp; serfass, 1994) with good test-retest reliabili","ty in middle aged and older adults (.86; folsom, ja","mp; serfass, 1994) with good test-retest reliability in middle aged and older adults (.86; folsom, ja",test(-| )retest reliabilit,none,12455,12476,.86,ty in middle aged and older adults (,ts (,6; fols,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.6.598,test-retest reliability,2,0.88,"tes, 1974) and has excellent test-retest reliabili","ty (.88; spreen &amp; strauss, 1991). participants ","tes, 1974) and has excellent test-retest reliability (.88; spreen &amp; strauss, 1991). participants ",test(-| )retest reliabilit,none,14778,14799,.88,ty (,ty (,8; spre,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.6.598,test-retest reliability,3,0.88,le—revised (wais-r) has high test-retest reliabili,"ty (.88; wechsler, 1981) and was included as a meas","le—revised (wais-r) has high test-retest reliability (.88; wechsler, 1981) and was included as a meas",test(-| )retest reliabilit,none,15038,15059,.88,ty (,ty (,8; wech,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.6.598,test-retest reliability,4,NA," information (reitan, 1958). test-retest reliabili",ty coefficients range from.70 to.90 (spreen &amp; s," information (reitan, 1958). test-retest reliability coefficients range from.70 to.90 (spreen &amp; s",test(-| )retest reliabilit,none,15339,15360,.70,ty coefficients range from,from,0 to.90,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.6.598,test-retest reliability,5,NA,ms. internal consistency and test-retest reliabili,"ty estimates range from.77 to.90 (lezak, 1995).

pe","ms. internal consistency and test-retest reliability estimates range from.77 to.90 (lezak, 1995).

pe",test(-| )retest reliabilit,none,16092,16113,.77,ty estimates range from,from,7 to.90,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.6.598,test-retest reliability,6,0.87,ternal consistency (.94) and test-retest reliabili,"ty (.87; bergner, bobbitt, carter, &amp; gilson, 19","ternal consistency (.94) and test-retest reliability (.87; bergner, bobbitt, carter, &amp; gilson, 19",test(-| )retest reliabilit,none,16455,16476,.87,ty (,ty (,7; berg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.22.6.598,test-retest reliability,7,NA,"., &amp; knudsen, j. (1986). test-retest reliabili",ty of the minnesota leisure time physical activity ,"., &amp; knudsen, j. (1986). test-retest reliability of the minnesota leisure time physical activity ",test(-| )retest reliabilit,none,36067,36088,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.22.6.605,test-retest reliability,1,NA,ment preferences showed poor test-retest reliabili,"ty after 5 days, measurement unreliability could no","ment preferences showed poor test-retest reliability after 5 days, measurement unreliability could no",test(-| )retest reliabilit,none,51834,51855,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.22.6.638,test-retest reliability,1,NA,"this scale was 0.72, and the test-retest reliabili",ty over a 2-month interval has been reported as.55 ,"this scale was 0.72, and the test-retest reliability over a 2-month interval has been reported as.55 ",test(-| )retest reliabilit,none,8170,8191,.55,ty over a 2-month interval has been reported as,d as,5 ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.23.1.75,test-retest reliability,1,NA,"abp. in our studies, 6-month test-retest reliabili",ty of mean school-day bp measured with this device ,"abp. in our studies, 6-month test-retest reliability of mean school-day bp measured with this device ",test(-| )retest reliabilit,none,25759,25780,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.23.1.94,test-retest reliability,1,NA,"ol and prevention, 2001).

3 test-retest reliabili",ty coefficients (rtt) were obtained using data prov,"ol and prevention, 2001).

3 test-retest reliability coefficients (rtt) were obtained using data prov",test(-| )retest reliabilit,none,32736,32757,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.23.3.289,test-retest reliability,1,NA,ructured instrument had high test-retest reliabili,"ty over a 4-week period, r(22) =.84.

**injury-risk","ructured instrument had high test-retest reliability over a 4-week period, r(22) =.84.

**injury-risk",test(-| )retest reliabilit,none,21178,21199,.84,"ty over a 4-week period, r(22) =",2) =,"4.

**i",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.23.3.319,test-retest reliability,1,NA,requency instrument has good test-retest reliabili,"ty, r(411) =.62, p <.01, across a period of 3 month","requency instrument has good test-retest reliability, r(411) =.62, p <.01, across a period of 3 month",test(-| )retest reliabilit,none,11053,11074,.62,"ty, r(411) =",1) =,"2, p <.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.23.4.388,test-retest reliability,1,NA,in four college samples) and test-retest reliabili,"ty (r =.76 over 1 week and r =.72 over 5 weeks), as","in four college samples) and test-retest reliability (r =.76 over 1 week and r =.72 over 5 weeks), as",test(-| )retest reliabilit,none,20923,20944,.76,ty (r =,(r =,6 over ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.23.4.407,test-retest reliability,1,NA,consistency was adequate and test-retest reliabili,"ty was low (see table 1); the latter was expected, ","consistency was adequate and test-retest reliability was low (see table 1); the latter was expected, ",test(-| )retest reliabilit,none,9864,9885,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.23.4.407,test-retest reliability,2,NA,1). internal consistency and test-retest reliabili,"ty were adequate in this sample (see table 1).

**p","1). internal consistency and test-retest reliability were adequate in this sample (see table 1).

**p",test(-| )retest reliabilit,none,11004,11025,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA
10.1037_0278-6133.23.4.425,test-retest reliability,1,0.88,"; wilson, 1984), which had a test-retest reliabili",ty of.88 and internal consistency of.93. the issb a,"; wilson, 1984), which had a test-retest reliability of.88 and internal consistency of.93. the issb a",test(-| )retest reliabilit,none,9158,9179,.88,ty of,y of,8 and i,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10.1037_0278-6133.23.4.425,test-retest reliability,2,0.87,d heinrich (1991) reported a test-retest reliabili,ty of.87 and good internal consistency for the psyc,d heinrich (1991) reported a test-retest reliability of.87 and good internal consistency for the psyc,test(-| )retest reliabilit,none,10464,10485,.87,ty of,y of,7 and g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
