doi,alpha
10.1037_0894-4105.12.4.555,FALSE
10.1037_0894-4105.12.4.565,FALSE
10.1037_0894-4105.12.4.573,FALSE
10.1037_0894-4105.12.4.578,FALSE
10.1037_0894-4105.12.4.590,FALSE
10.1037_0894-4105.13.1.10,FALSE
10.1037_0894-4105.13.1.103,FALSE
10.1037_0894-4105.13.1.111,FALSE
10.1037_0894-4105.13.1.121,FALSE
10.1037_0894-4105.13.1.128,FALSE
10.1037_0894-4105.13.1.135,FALSE
10.1037_0894-4105.13.1.22,FALSE
10.1037_0894-4105.13.1.3,FALSE
10.1037_0894-4105.13.1.31,FALSE
10.1037_0894-4105.13.1.41,FALSE
10.1037_0894-4105.13.1.47,FALSE
10.1037_0894-4105.13.1.54,FALSE
10.1037_0894-4105.13.1.62,FALSE
10.1037_0894-4105.13.1.69,FALSE
10.1037_0894-4105.13.1.76,FALSE
10.1037_0894-4105.13.1.90,FALSE
10.1037_0894-4105.13.2.155,FALSE
10.1037_0894-4105.13.2.171,FALSE
10.1037_0894-4105.13.2.188,FALSE
10.1037_0894-4105.13.2.198,FALSE
10.1037_0894-4105.13.2.206,FALSE
10.1037_0894-4105.13.2.223,FALSE
10.1037_0894-4105.13.2.246,FALSE
10.1037_0894-4105.13.2.259,FALSE
10.1037_0894-4105.13.2.271,FALSE
10.1037_0894-4105.13.2.282,FALSE
10.1037_0894-4105.13.2.291,FALSE
10.1037_0894-4105.13.2.298,FALSE
10.1037_0894-4105.13.2.306,FALSE
10.1037_0894-4105.13.3.323,FALSE
10.1037_0894-4105.13.3.338,FALSE
10.1037_0894-4105.13.3.350,FALSE
10.1037_0894-4105.13.3.359,FALSE
10.1037_0894-4105.13.3.381,FALSE
10.1037_0894-4105.13.3.389,FALSE
10.1037_0894-4105.13.3.404,FALSE
10.1037_0894-4105.13.3.415,FALSE
10.1037_0894-4105.13.3.424,FALSE
10.1037_0894-4105.13.3.434,FALSE
10.1037_0894-4105.13.3.447,FALSE
10.1037_0894-4105.13.4.467,FALSE
10.1037_0894-4105.13.4.475,FALSE
10.1037_0894-4105.13.4.488,FALSE
10.1037_0894-4105.13.4.498,FALSE
10.1037_0894-4105.13.4.516,FALSE
10.1037_0894-4105.13.4.525,FALSE
10.1037_0894-4105.13.4.532,FALSE
10.1037_0894-4105.13.4.539,FALSE
10.1037_0894-4105.13.4.546,FALSE
10.1037_0894-4105.13.4.557,FALSE
10.1037_0894-4105.13.4.564,FALSE
10.1037_0894-4105.13.4.575,FALSE
10.1037_0894-4105.13.4.582,FALSE
10.1037_0894-4105.13.4.590,FALSE
10.1037_0894-4105.13.4.598,FALSE
10.1037_0894-4105.14.1.102,FALSE
10.1037_0894-4105.14.1.112,FALSE
10.1037_0894-4105.14.1.125,FALSE
10.1037_0894-4105.14.1.134,FALSE
10.1037_0894-4105.14.1.141,FALSE
10.1037_0894-4105.14.1.16,FALSE
10.1037_0894-4105.14.1.29,FALSE
10.1037_0894-4105.14.1.3,FALSE
10.1037_0894-4105.14.1.41,FALSE
10.1037_0894-4105.14.1.60,FALSE
10.1037_0894-4105.14.1.71,FALSE
10.1037_0894-4105.14.1.82,FALSE
10.1037_0894-4105.14.1.93,FALSE
10.1037_0894-4105.14.2.163,FALSE
10.1037_0894-4105.14.2.178,FALSE
10.1037_0894-4105.14.2.189,FALSE
10.1037_0894-4105.14.2.201,FALSE
10.1037_0894-4105.14.2.209,FALSE
10.1037_0894-4105.14.2.224,FALSE
10.1037_0894-4105.14.2.233,FALSE
10.1037_0894-4105.14.2.247,FALSE
10.1037_0894-4105.14.2.254,FALSE
10.1037_0894-4105.14.2.265,FALSE
10.1037_0894-4105.14.2.277,FALSE
10.1037_0894-4105.14.2.288,FALSE
10.1037_0894-4105.14.2.299,FALSE
10.1037_0894-4105.14.2.310,FALSE
10.1037_0894-4105.14.3.331,FALSE
10.1037_0894-4105.14.3.341,FALSE
10.1037_0894-4105.14.3.353,FALSE
10.1037_0894-4105.14.3.361,FALSE
10.1037_0894-4105.14.3.370,FALSE
10.1037_0894-4105.14.3.379,FALSE
10.1037_0894-4105.14.3.391,FALSE
10.1037_0894-4105.14.3.398,FALSE
10.1037_0894-4105.14.3.409,FALSE
10.1037_0894-4105.14.3.415,FALSE
10.1037_0894-4105.14.3.427,FALSE
10.1037_0894-4105.14.3.456,FALSE
10.1037_0894-4105.14.3.471,FALSE
10.1037_0894-4105.14.4.491,FALSE
10.1037_0894-4105.14.4.501,FALSE
10.1037_0894-4105.14.4.509,FALSE
10.1037_0894-4105.14.4.519,FALSE
10.1037_0894-4105.14.4.526,FALSE
10.1037_0894-4105.14.4.537,FALSE
10.1037_0894-4105.14.4.551,FALSE
10.1037_0894-4105.14.4.559,FALSE
10.1037_0894-4105.14.4.570,FALSE
10.1037_0894-4105.14.4.579,FALSE
10.1037_0894-4105.14.4.588,FALSE
10.1037_0894-4105.14.4.599,FALSE
10.1037_0894-4105.15.1.101,FALSE
10.1037_0894-4105.15.1.115,FALSE
10.1037_0894-4105.15.1.128,FALSE
10.1037_0894-4105.15.1.136,FALSE
10.1037_0894-4105.15.1.18,FALSE
10.1037_0894-4105.15.1.3,FALSE
10.1037_0894-4105.15.1.30,FALSE
10.1037_0894-4105.15.1.39,FALSE
10.1037_0894-4105.15.1.48,FALSE
10.1037_0894-4105.15.1.58,FALSE
10.1037_0894-4105.15.1.69,FALSE
10.1037_0894-4105.15.1.80,FALSE
10.1037_0894-4105.15.2.155,FALSE
10.1037_0894-4105.15.2.165,FALSE
10.1037_0894-4105.15.2.174,FALSE
10.1037_0894-4105.15.2.185,FALSE
10.1037_0894-4105.15.2.199,FALSE
10.1037_0894-4105.15.2.211,FALSE
10.1037_0894-4105.15.2.221,FALSE
10.1037_0894-4105.15.2.230,FALSE
10.1037_0894-4105.15.2.244,FALSE
10.1037_0894-4105.15.2.254,FALSE
10.1037_0894-4105.15.2.268,FALSE
10.1037_0894-4105.15.2.290,FALSE
10.1037_0894-4105.15.3.315,FALSE
10.1037_0894-4105.15.3.329,FALSE
10.1037_0894-4105.15.3.342,FALSE
10.1037_0894-4105.15.3.351,FALSE
10.1037_0894-4105.15.3.361,FALSE
10.1037_0894-4105.15.3.371,FALSE
10.1037_0894-4105.15.3.380,FALSE
10.1037_0894-4105.15.3.396,FALSE
10.1037_0894-4105.15.3.405,FALSE
10.1037_0894-4105.15.3.411,FALSE
10.1037_0894-4105.15.4.427,FALSE
10.1037_0894-4105.15.4.434,FALSE
10.1037_0894-4105.15.4.444,FALSE
10.1037_0894-4105.15.4.452,FALSE
10.1037_0894-4105.15.4.462,FALSE
10.1037_0894-4105.15.4.472,FALSE
10.1037_0894-4105.15.4.483,FALSE
10.1037_0894-4105.15.4.492,FALSE
10.1037_0894-4105.15.4.502,FALSE
10.1037_0894-4105.15.4.510,FALSE
10.1037_0894-4105.15.4.516,FALSE
10.1037_0894-4105.15.4.525,FALSE
10.1037_0894-4105.15.4.535,FALSE
10.1037_0894-4105.15.4.544,FALSE
10.1037_0894-4105.15.4.557,FALSE
10.1037_0894-4105.15.4.568,FALSE
10.1037_0894-4105.15.4.576,FALSE
10.1037_0894-4105.15.4.586,FALSE
10.1037_0894-4105.15.4.597,FALSE
10.1037_0894-4105.15.4.607,FALSE
10.1037_0894-4105.15.4.617,FALSE
10.1037_0894-4105.15.4.626,FALSE
10.1037_0894-4105.16.1.102,FALSE
10.1037_0894-4105.16.1.111,FALSE
10.1037_0894-4105.16.1.15,FALSE
10.1037_0894-4105.16.1.28,FALSE
10.1037_0894-4105.16.1.3,FALSE
10.1037_0894-4105.16.1.35,FALSE
10.1037_0894-4105.16.1.5,FALSE
10.1037_0894-4105.16.1.56,FALSE
10.1037_0894-4105.16.1.65,FALSE
10.1037_0894-4105.16.1.74,FALSE
10.1037_0894-4105.16.1.84,FALSE
10.1037_0894-4105.16.1.92,FALSE
10.1037_0894-4105.16.2.131,FALSE
10.1037_0894-4105.16.2.132,FALSE
10.1037_0894-4105.16.2.140,FALSE
10.1037_0894-4105.16.2.146,FALSE
10.1037_0894-4105.16.2.156,FALSE
10.1037_0894-4105.16.2.163,FALSE
10.1037_0894-4105.16.2.174,FALSE
10.1037_0894-4105.16.2.182,FALSE
10.1037_0894-4105.16.2.190,FALSE
10.1037_0894-4105.16.2.197,FALSE
10.1037_0894-4105.16.2.208,FALSE
10.1037_0894-4105.16.2.217,FALSE
10.1037_0894-4105.16.2.230,FALSE
10.1037_0894-4105.16.2.242,FALSE
10.1037_0894-4105.16.2.251,FALSE
10.1037_0894-4105.16.2.254,FALSE
10.1037_0894-4105.16.2.275,FALSE
10.1037_0894-4105.16.3.335,FALSE
10.1037_0894-4105.16.3.344,FALSE
10.1037_0894-4105.16.3.359,FALSE
10.1037_0894-4105.16.3.369,FALSE
10.1037_0894-4105.16.3.370,FALSE
10.1037_0894-4105.16.3.380,FALSE
10.1037_0894-4105.16.3.390,FALSE
10.1037_0894-4105.16.3.400,FALSE
10.1037_0894-4105.16.3.411,FALSE
10.1037_0894-4105.16.3.422,FALSE
10.1037_0894-4105.16.3.426,FALSE
10.1037_0894-4105.16.3.429,FALSE
10.1037_0894-4105.16.3.432,FALSE
10.1037_0894-4105.16.3.434,FALSE
10.1037_0894-4105.17.1.100,FALSE
10.1037_0894-4105.17.1.108,FALSE
10.1037_0894-4105.17.1.115,FALSE
10.1037_0894-4105.17.1.14,FALSE
10.1037_0894-4105.17.1.25,FALSE
10.1037_0894-4105.17.1.3,FALSE
10.1037_0894-4105.17.1.32,FALSE
10.1037_0894-4105.17.1.39,FALSE
10.1037_0894-4105.17.1.50,FALSE
10.1037_0894-4105.17.1.59,FALSE
10.1037_0894-4105.17.1.69,FALSE
10.1037_0894-4105.17.1.82,FALSE
10.1037_0894-4105.17.1.93,FALSE
10.1037_0894-4105.17.2.187,FALSE
10.1037_0894-4105.17.2.202,FALSE
10.1037_0894-4105.17.2.213,FALSE
10.1037_0894-4105.17.2.220,FALSE
10.1037_0894-4105.17.2.221,FALSE
10.1037_0894-4105.17.2.230,FALSE
10.1037_0894-4105.17.2.240,FALSE
10.1037_0894-4105.17.2.247,FALSE
10.1037_0894-4105.17.2.255,FALSE
10.1037_0894-4105.17.2.265,FALSE
10.1037_0894-4105.17.2.272,FALSE
10.1037_0894-4105.17.2.283,FALSE
10.1037_0894-4105.17.2.289,FALSE
10.1037_0894-4105.17.2.302,FALSE
10.1037_0894-4105.17.2.306,FALSE
10.1037_0894-4105.17.2.310,FALSE
10.1037_0894-4105.17.2.312,FALSE
10.1037_0894-4105.17.2.315,FALSE
10.1037_0894-4105.17.2.318,FALSE
10.1037_0894-4105.17.2.321,FALSE
10.1037_0894-4105.17.2.323,FALSE
10.1037_0894-4105.17.3.339,FALSE
10.1037_0894-4105.17.3.353,FALSE
10.1037_0894-4105.17.3.362,FALSE
10.1037_0894-4105.17.3.369,FALSE
10.1037_0894-4105.17.3.380,FALSE
10.1037_0894-4105.17.3.393,FALSE
10.1037_0894-4105.17.3.402,FALSE
10.1037_0894-4105.17.3.410,FALSE
10.1037_0894-4105.17.3.420,FALSE
10.1037_0894-4105.17.3.429,FALSE
10.1037_0894-4105.17.3.439,FALSE
10.1037_0894-4105.17.3.451,FALSE
10.1037_0894-4105.17.3.458,FALSE
10.1037_0894-4105.17.3.469,FALSE
10.1037_0894-4105.17.3.482,FALSE
10.1037_0894-4105.17.3.496,FALSE
10.1037_0894-4105.17.3.507,FALSE
10.1037_0894-4105.17.3.517,FALSE
10.1037_0894-4105.17.4.539,FALSE
10.1037_0894-4105.17.4.548,FALSE
10.1037_0894-4105.17.4.556,FALSE
10.1037_0894-4105.17.4.566,FALSE
10.1037_0894-4105.17.4.578,FALSE
10.1037_0894-4105.17.4.594,FALSE
10.1037_0894-4105.17.4.602,FALSE
10.1037_0894-4105.17.4.610,FALSE
10.1037_0894-4105.17.4.622,FALSE
10.1037_0894-4105.17.4.630,FALSE
10.1037_0894-4105.17.4.646,FALSE
10.1037_0894-4105.17.4.658,FALSE
10.1037_0894-4105.18.1.104,FALSE
10.1037_0894-4105.18.1.115,FALSE
10.1037_0894-4105.18.1.124,FALSE
10.1037_0894-4105.18.1.135,FALSE
10.1037_0894-4105.18.1.141,FALSE
10.1037_0894-4105.18.1.15,FALSE
10.1037_0894-4105.18.1.152,FALSE
10.1037_0894-4105.18.1.163,FALSE
10.1037_0894-4105.18.1.174,FALSE
10.1037_0894-4105.18.1.185,FALSE
10.1037_0894-4105.18.1.29,FALSE
10.1037_0894-4105.18.1.3,FALSE
10.1037_0894-4105.18.1.38,FALSE
10.1037_0894-4105.18.1.50,FALSE
10.1037_0894-4105.18.1.60,FALSE
10.1037_0894-4105.18.1.69,FALSE
10.1037_0894-4105.18.1.78,FALSE
10.1037_0894-4105.18.1.85,FALSE
10.1037_0894-4105.18.1.94,FALSE
10.1037_0894-4105.18.2.203,FALSE
10.1037_0894-4105.18.2.212,FALSE
10.1037_0894-4105.18.2.219,FALSE
10.1037_0894-4105.18.2.232,FALSE
10.1037_0894-4105.18.2.240,FALSE
10.1037_0894-4105.18.2.248,FALSE
10.1037_0894-4105.18.2.258,FALSE
10.1037_0894-4105.18.2.269,FALSE
10.1037_0894-4105.18.2.276,FALSE
10.1037_0894-4105.18.2.284,FALSE
10.1037_0894-4105.18.2.296,FALSE
10.1037_0894-4105.18.2.306,FALSE
10.1037_0894-4105.18.2.315,FALSE
10.1037_0894-4105.18.2.328,FALSE
10.1037_0894-4105.18.2.340,FALSE
10.1037_0894-4105.18.2.353,FALSE
10.1037_0894-4105.18.2.362,FALSE
10.1037_0894-4105.18.2.371,FALSE
10.1037_0894-4105.18.2.378,FALSE
10.1037_0894-4105.18.2.384,FALSE
10.1037_0894-4105.18.3.403,FALSE
10.1037_0894-4105.18.3.405,FALSE
10.1037_0894-4105.18.3.418,FALSE
10.1037_0894-4105.18.3.426,FALSE
10.1037_0894-4105.18.3.442,FALSE
10.1037_0894-4105.18.3.450,FALSE
10.1037_0894-4105.18.3.462,FALSE
10.1037_0894-4105.18.3.473,FALSE
10.1037_0894-4105.18.3.477,FALSE
10.1037_0894-4105.18.3.485,FALSE
10.1037_0894-4105.18.3.504,FALSE
10.1037_0894-4105.18.3.514,FALSE
10.1037_0894-4105.18.3.526,FALSE
10.1037_0894-4105.18.3.537,FALSE
10.1037_0894-4105.18.3.543,FALSE
10.1037_0894-4105.18.3.556,FALSE
10.1037_0894-4105.18.3.564,FALSE
10.1037_0894-4105.18.3.572,FALSE
10.1037_0894-4105.18.3.580,FALSE
10.1037_0894-4105.18.3.589,FALSE
10.1037_0894-4105.18.4.603,FALSE
10.1037_0894-4105.18.4.613,FALSE
10.1037_0894-4105.18.4.621,FALSE
10.1037_0894-4105.18.4.629,FALSE
10.1037_0894-4105.18.4.638,FALSE
10.1037_0894-4105.18.4.646,FALSE
10.1037_0894-4105.18.4.658,FALSE
10.1037_0894-4105.18.4.665,FALSE
10.1037_0894-4105.18.4.673,FALSE
10.1037_0894-4105.18.4.679,FALSE
10.1037_0894-4105.18.4.692,FALSE
10.1037_0894-4105.18.4.700,FALSE
10.1037_0894-4105.18.4.710,FALSE
10.1037_0894-4105.18.4.719,FALSE
10.1037_0894-4105.18.4.729,FALSE
10.1037_0894-4105.18.4.738,FALSE
10.1037_0894-4105.18.4.748,FALSE
10.1037_0894-4105.18.4.756,FALSE
10.1037_0894-4105.19.1.106,FALSE
10.1037_0894-4105.19.1.115,FALSE
10.1037_0894-4105.19.1.18,FALSE
10.1037_0894-4105.19.1.28,FALSE
10.1037_0894-4105.19.1.3,FALSE
10.1037_0894-4105.19.1.35,FALSE
10.1037_0894-4105.19.1.44,FALSE
10.1037_0894-4105.19.1.5,FALSE
10.1037_0894-4105.19.1.54,FALSE
10.1037_0894-4105.19.1.66,FALSE
10.1037_0894-4105.19.1.88,FALSE
10.1037_0894-4105.19.1.97,FALSE
10.1037_0894-4105.19.2.139,FALSE
10.1037_0894-4105.19.2.152,FALSE
10.1037_0894-4105.19.2.159,FALSE
10.1037_0894-4105.19.2.171,FALSE
10.1037_0894-4105.19.2.181,FALSE
10.1037_0894-4105.19.2.199,FALSE
10.1037_0894-4105.19.2.212,FALSE
10.1037_0894-4105.19.2.223,FALSE
10.1037_0894-4105.19.2.233,FALSE
10.1037_0894-4105.19.2.243,FALSE
10.1037_0894-4105.19.2.253,FALSE
10.1037_0894-4105.19.3.267,FALSE
10.1037_0894-4105.19.3.278,FALSE
10.1037_0894-4105.19.3.288,FALSE
10.1037_0894-4105.19.3.301,FALSE
10.1037_0894-4105.19.3.309,FALSE
10.1037_0894-4105.19.3.318,FALSE
10.1037_0894-4105.19.3.332,FALSE
10.1037_0894-4105.19.3.345,FALSE
10.1037_0894-4105.19.3.353,FALSE
10.1037_0894-4105.19.3.362,FALSE
10.1037_0894-4105.19.3.371,FALSE
10.1037_0894-4105.19.3.381,FALSE
10.1037_0894-4105.19.3.390,FALSE
10.1037_0894-4105.19.4.411,FALSE
10.1037_0894-4105.19.4.420,FALSE
10.1037_0894-4105.19.4.428,FALSE
10.1037_0894-4105.19.4.437,FALSE
10.1037_0894-4105.19.4.446,FALSE
10.1037_0894-4105.19.4.456,FALSE
10.1037_0894-4105.19.4.466,FALSE
10.1037_0894-4105.19.4.476,FALSE
10.1037_0894-4105.19.4.484,FALSE
10.1037_0894-4105.19.4.494,FALSE
10.1037_0894-4105.19.4.501,FALSE
10.1037_0894-4105.19.4.509,FALSE
10.1037_0894-4105.19.4.520,FALSE
10.1037_0894-4105.19.4.532,FALSE
10.1037_0894-4105.19.5.555,FALSE
10.1037_0894-4105.19.5.566,FALSE
10.1037_0894-4105.19.5.578,FALSE
10.1037_0894-4105.19.5.591,FALSE
10.1037_0894-4105.19.5.603,FALSE
10.1037_0894-4105.19.5.612,FALSE
10.1037_0894-4105.19.5.618,FALSE
10.1037_0894-4105.19.5.629,FALSE
10.1037_0894-4105.19.5.641,FALSE
10.1037_0894-4105.19.5.649,FALSE
10.1037_0894-4105.19.5.657,FALSE
10.1037_0894-4105.19.5.664,FALSE
10.1037_0894-4105.19.5.679,FALSE
10.1037_0894-4105.19.5.687,FALSE
10.1037_0894-4105.19.5.696,FALSE
10.1037_0894-4105.19.6.707,FALSE
10.1037_0894-4105.19.6.728,FALSE
10.1037_0894-4105.19.6.739,FALSE
10.1037_0894-4105.19.6.750,FALSE
10.1037_0894-4105.19.6.760,FALSE
10.1037_0894-4105.19.6.770,FALSE
10.1037_0894-4105.19.6.778,FALSE
10.1037_0894-4105.19.6.787,FALSE
10.1037_0894-4105.19.6.799,FALSE
10.1037_0894-4105.19.6.806,FALSE
10.1037_0894-4105.19.6.814,FALSE
10.1037_0894-4105.19.6.822,FALSE
10.1037_0894-4105.19.6.830,FALSE
10.1037_0894-4105.20.1.1,FALSE
10.1037_0894-4105.20.1.105,FALSE
10.1037_0894-4105.20.1.11,FALSE
10.1037_0894-4105.20.1.113,FALSE
10.1037_0894-4105.20.1.123,FALSE
10.1037_0894-4105.20.1.21,FALSE
10.1037_0894-4105.20.1.30,FALSE
10.1037_0894-4105.20.1.42,FALSE
10.1037_0894-4105.20.1.58,FALSE
10.1037_0894-4105.20.1.66,FALSE
10.1037_0894-4105.20.1.77,FALSE
10.1037_0894-4105.20.1.88,FALSE
10.1037_0894-4105.20.2.133,FALSE
10.1037_0894-4105.20.2.144,FALSE
10.1037_0894-4105.20.2.153,FALSE
10.1037_0894-4105.20.2.178,FALSE
10.1037_0894-4105.20.2.185,FALSE
10.1037_0894-4105.20.2.193,FALSE
10.1037_0894-4105.20.2.206,FALSE
10.1037_0894-4105.20.2.215,FALSE
10.1037_0894-4105.20.2.224,FALSE
10.1037_0894-4105.20.2.232,FALSE
10.1037_0894-4105.20.2.249,FALSE
10.1037_0894-4105.20.3.259,FALSE
10.1037_0894-4105.20.3.272,FALSE
10.1037_0894-4105.20.3.280,FALSE
10.1037_0894-4105.20.3.290,FALSE
10.1037_0894-4105.20.3.299,FALSE
10.1037_0894-4105.20.3.307,FALSE
10.1037_0894-4105.20.3.319,FALSE
10.1037_0894-4105.20.3.336,FALSE
10.1037_0894-4105.20.3.346,FALSE
10.1037_0894-4105.20.3.355,FALSE
10.1037_0894-4105.20.3.361,FALSE
10.1037_0894-4105.20.3.370,FALSE
10.1037_0894-4105.20.4.391,FALSE
10.1037_0894-4105.20.4.400,FALSE
10.1037_0894-4105.20.4.409,FALSE
10.1037_0894-4105.20.4.420,FALSE
10.1037_0894-4105.20.4.430,FALSE
10.1037_0894-4105.20.4.442,FALSE
10.1037_0894-4105.20.4.453,FALSE
10.1037_0894-4105.20.4.461,FALSE
10.1037_0894-4105.20.4.468,FALSE
10.1037_0894-4105.20.4.482,FALSE
10.1037_0894-4105.20.4.490,FALSE
10.1037_0894-4105.20.5.497,FALSE
10.1037_0894-4105.20.5.511,FALSE
10.1037_0894-4105.20.5.529,FALSE
10.1037_0894-4105.20.5.539,FALSE
10.1037_0894-4105.20.5.549,FALSE
10.1037_0894-4105.20.5.558,FALSE
10.1037_0894-4105.20.5.566,FALSE
10.1037_0894-4105.20.5.578,FALSE
10.1037_0894-4105.20.5.589,FALSE
10.1037_0894-4105.20.5.607,FALSE
10.1037_0894-4105.20.5.614,FALSE
10.1037_0894-4105.20.6.625,FALSE
10.1037_0894-4105.20.6.633,FALSE
10.1037_0894-4105.20.6.645,FALSE
10.1037_0894-4105.20.6.658,FALSE
10.1037_0894-4105.20.6.666,FALSE
10.1037_0894-4105.20.6.675,FALSE
10.1037_0894-4105.20.6.685,FALSE
10.1037_0894-4105.20.6.700,FALSE
10.1037_0894-4105.20.6.708,FALSE
10.1037_0894-4105.20.6.716,FALSE
10.1037_0894-4105.20.6.727,FALSE
10.1037_0894-4105.20.6.737,FALSE
10.1037_0894-4105.20.6.743,FALSE
10.1037_0894-4105.20.6.752,FALSE
10.1037_0894-4105.20.6.757,FALSE
10.1037_0894-4105.20.6.761,FALSE
10.1037_0894-4105.21.1.1,FALSE
10.1037_0894-4105.21.1.114,FALSE
10.1037_0894-4105.21.1.122,FALSE
10.1037_0894-4105.21.1.136,FALSE
10.1037_0894-4105.21.1.20,FALSE
10.1037_0894-4105.21.1.31,FALSE
10.1037_0894-4105.21.1.45,FALSE
10.1037_0894-4105.21.1.65,FALSE
10.1037_0894-4105.21.1.74,FALSE
10.1037_0894-4105.21.1.82,FALSE
10.1037_0894-4105.21.1.9,FALSE
10.1037_0894-4105.21.1.94,FALSE
10.1037_0894-4105.21.2.149,FALSE
10.1037_0894-4105.21.2.158,FALSE
10.1037_0894-4105.21.2.170,FALSE
10.1037_0894-4105.21.2.183,FALSE
10.1037_0894-4105.21.2.193,FALSE
10.1037_0894-4105.21.2.207,FALSE
10.1037_0894-4105.21.2.212,FALSE
10.1037_0894-4105.21.2.224,FALSE
10.1037_0894-4105.21.2.235,FALSE
10.1037_0894-4105.21.2.242,FALSE
10.1037_0894-4105.21.2.251,FALSE
10.1037_0894-4105.21.2.263,FALSE
10.1037_0894-4105.21.2.273,FALSE
10.1037_0894-4105.21.3.285,FALSE
10.1037_0894-4105.21.3.291,FALSE
10.1037_0894-4105.21.3.313,FALSE
10.1037_0894-4105.21.3.319,FALSE
10.1037_0894-4105.21.3.326,FALSE
10.1037_0894-4105.21.3.337,FALSE
10.1037_0894-4105.21.3.346,FALSE
10.1037_0894-4105.21.3.363,FALSE
10.1037_0894-4105.21.3.371,FALSE
10.1037_0894-4105.21.3.381,FALSE
10.1037_0894-4105.21.3.399,FALSE
10.1037_0894-4105.21.4.401,FALSE
10.1037_0894-4105.21.4.412,FALSE
10.1037_0894-4105.21.4.419,FALSE
10.1037_0894-4105.21.4.439,FALSE
10.1037_0894-4105.21.4.448,FALSE
10.1037_0894-4105.21.4.458,FALSE
10.1037_0894-4105.21.4.470,FALSE
10.1037_0894-4105.21.4.485,FALSE
10.1037_0894-4105.21.4.497,FALSE
10.1037_0894-4105.21.4.507,FALSE
10.1037_0894-4105.21.5.515,FALSE
10.1037_0894-4105.21.5.532,FALSE
10.1037_0894-4105.21.5.540,FALSE
10.1037_0894-4105.21.5.549,FALSE
10.1037_0894-4105.21.5.559,FALSE
10.1037_0894-4105.21.5.569,FALSE
10.1037_0894-4105.21.5.581,FALSE
10.1037_0894-4105.21.5.590,FALSE
10.1037_0894-4105.21.5.599,FALSE
10.1037_0894-4105.21.5.611,FALSE
10.1037_0894-4105.21.5.621,FALSE
10.1037_0894-4105.21.5.631,FALSE
10.1037_0894-4105.21.5.646,FALSE
10.1037_0894-4105.21.6.657,FALSE
10.1037_0894-4105.21.6.674,FALSE
10.1037_0894-4105.21.6.676,FALSE
10.1037_0894-4105.21.6.678,FALSE
10.1037_0894-4105.21.6.680,FALSE
10.1037_0894-4105.21.6.684,FALSE
10.1037_0894-4105.21.6.696,FALSE
10.1037_0894-4105.21.6.706,FALSE
10.1037_0894-4105.21.6.713,FALSE
10.1037_0894-4105.21.6.721,FALSE
10.1037_0894-4105.21.6.732,FALSE
10.1037_0894-4105.21.6.742,FALSE
10.1037_0894-4105.21.6.751,FALSE
10.1037_0894-4105.21.6.761,FALSE
10.1037_0894-4105.21.6.778,FALSE
10.1037_0894-4105.21.6.787,FALSE
10.1037_0894-4105.21.6.796,FALSE
10.1037_0894-4105.21.6.803,FALSE
10.1037_0894-4105.22.1.1,FALSE
10.1037_0894-4105.22.1.10,FALSE
10.1037_0894-4105.22.1.100,FALSE
10.1037_0894-4105.22.1.110,FALSE
10.1037_0894-4105.22.1.118,FALSE
10.1037_0894-4105.22.1.127,FALSE
10.1037_0894-4105.22.1.136,FALSE
10.1037_0894-4105.22.1.17,FALSE
10.1037_0894-4105.22.1.27,FALSE
10.1037_0894-4105.22.1.3,FALSE
10.1037_0894-4105.22.1.36,FALSE
10.1037_0894-4105.22.1.48,FALSE
10.1037_0894-4105.22.1.61,FALSE
10.1037_0894-4105.22.1.74,FALSE
10.1037_0894-4105.22.1.85,FALSE
10.1037_0894-4105.22.2.147,FALSE
10.1037_0894-4105.22.2.158,FALSE
10.1037_0894-4105.22.2.159,FALSE
10.1037_0894-4105.22.2.169,FALSE
10.1037_0894-4105.22.2.177,FALSE
10.1037_0894-4105.22.2.188,FALSE
10.1037_0894-4105.22.2.196,FALSE
10.1037_0894-4105.22.2.209,FALSE
10.1037_0894-4105.22.2.217,FALSE
10.1037_0894-4105.22.2.226,FALSE
10.1037_0894-4105.22.2.235,FALSE
10.1037_0894-4105.22.2.246,FALSE
10.1037_0894-4105.22.2.255,FALSE
10.1037_0894-4105.22.2.262,FALSE
10.1037_0894-4105.22.2.273,FALSE
10.1037_0894-4105.22.2.278,FALSE
10.1037_0894-4105.22.3.283,FALSE
10.1037_0894-4105.22.3.293,FALSE
10.1037_0894-4105.22.3.301,FALSE
10.1037_0894-4105.22.3.313,FALSE
10.1037_0894-4105.22.3.321,FALSE
10.1037_0894-4105.22.3.329,FALSE
10.1037_0894-4105.22.3.341,FALSE
10.1037_0894-4105.22.3.350,FALSE
10.1037_0894-4105.22.3.357,FALSE
10.1037_0894-4105.22.3.371,FALSE
10.1037_0894-4105.22.3.383,FALSE
10.1037_0894-4105.22.3.390,FALSE
10.1037_0894-4105.22.3.400,FALSE
10.1037_0894-4105.22.3.412,FALSE
10.1037_0894-4105.22.3.418,FALSE
10.1037_0894-4105.22.4.419,FALSE
10.1037_0894-4105.22.4.426,FALSE
10.1037_0894-4105.22.4.432,FALSE
10.1037_0894-4105.22.4.442,FALSE
10.1037_0894-4105.22.4.450,FALSE
10.1037_0894-4105.22.4.462,FALSE
10.1037_0894-4105.22.4.469,FALSE
10.1037_0894-4105.22.4.485,FALSE
10.1037_0894-4105.22.4.508,FALSE
10.1037_0894-4105.22.4.523,FALSE
